epoch,split,week,tow,time_gps_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,ref_sys_id,cb_m,cd_mps,inter_gnss_m,ibb_m,used_obs,rejected_obs,pdop,r_inflation,gt_lat_deg,gt_lon_deg,gt_h_m,pred_lat_deg,pred_lon_deg,pred_h_m,enu_e_m,enu_n_m,enu_u_m,enu_3d_m,init_ok
28,train,1900,130931.299999913,1149250931.3,3784239.2926532496,901246.92207536,5037771.390472352,0.0,0.0,0.0,0,-55994.62209427186,-51.10302688356479,1:0.000000;6:0.612754,,7,8,1.3266615572870681,1.0,52.5116590268212,13.3962129739581,75.44024736512,52.51131270605831,13.395901648338981,177.15649211406708,-21.13735426683563,-38.53857817043395,101.71609332710298,110.80691943433987,1
29,train,1900,130931.499999913,1149250931.5,3784239.0962217445,901246.4751002191,5037771.8390045045,0.0,0.0,0.0,0,-56004.665649460614,-51.0675857134872,1:0.000000;6:0.620418,,7,8,1.3266452507892352,1.0,52.5116589331192,13.3962107704197,75.4397642547224,52.51131726005188,13.3958959143826,177.33307028841227,-21.377049257945096,-38.021381974714025,101.89315691868103,110.8369033720208,1
30,train,1900,130931.699999913,1149250931.6999998,3784239.167782977,901245.8647984867,5037773.225870911,0.0,0.0,0.0,0,-56014.05574102131,-50.91076595745283,1:0.000000;6:0.620558,,9,6,1.3266289485994454,1.0,52.5116585840319,13.3962078625471,75.4394823283522,52.511325356809074,13.395886925811746,178.38982694223523,-21.78989590596467,-37.081531524602944,102.95019964122238,111.57321878466375,1
31,train,1900,130931.899999913,1149250931.9,3784239.708354086,901245.5959153888,5037773.944840963,0.0,0.0,0.0,0,-56023.70774721935,-50.81195542551631,1:0.000000;6:0.637772,,10,5,1.3266125934918025,1.0,52.5116583063341,13.3962044377911,75.4394069113596,52.5113259835021,13.395881228665694,179.24244110193104,-21.944181708867234,-36.980895023983464,103.80288927563848,112.35734746609644,1
32,train,1900,130932.099999913,1149250932.1,3784240.48524435,901245.3427779995,5037774.478423656,0.0,0.0,0.0,0,-56033.39953412184,-50.726540465526945,1:0.000000;6:0.661087,,10,5,1.3265962472856099,1.0,52.511658054179,13.396200382122,75.4395280331605,52.51132393107084,13.395874950730247,180.09008726663888,-22.0950657416711,-37.18123433555092,104.65041263323377,113.23579372773439,1
33,train,1900,130932.299999913,1149250932.3,3784241.113097302,901245.3712503595,5037774.927880107,0.0,0.0,0.0,0,-56043.75604995366,-50.76419121963021,1:0.000000;6:0.673399,,10,5,1.3265798987577546,1.0,52.5116576786604,13.3961956904355,75.4398138010064,52.51132198711998,13.395873216251424,180.82245158590376,-21.894290496995815,-37.35577496517118,105.38249085298409,113.93104606732366,1
34,train,1900,130932.499999913,1149250932.5,3784242.1081539765,901245.3652379543,5037775.324557843,0.0,0.0,0.0,0,-56053.78220178104,-50.743824461175336,1:0.000000;6:0.678718,,9,6,1.326563553257054,1.0,52.5116571475523,13.396190351642,75.4402166585383,52.51131726440828,13.395869734664261,181.72547657694668,-21.768201424313638,-37.82222337906506,106.2851106694782,114.89516928317141,1
35,train,1900,130932.699999913,1149250932.6999998,3784242.9444695907,901245.208480683,5037775.655277361,0.0,0.0,0.0,0,-56063.77299850047,-50.718637484206326,1:0.000000;6:0.683350,,9,6,1.3265471955942596,1.0,52.5116565963985,13.396184300049,75.4406925754483,52.51131353108137,13.39586463488682,182.4609284326434,-21.703582505543096,-38.176340985148066,107.02008471511846,115.67963103770838,1
36,train,1900,130932.899999913,1149250932.9,3784243.270309696,901244.7555830906,5037776.057391262,0.0,0.0,0.0,0,-56073.714136245035,-50.68412055289323,1:0.000000;6:0.722772,,10,5,1.326530844710029,1.0,52.5116560486035,13.3961775209932,75.4411925955531,52.51131421829662,13.395857033925443,182.9090489624068,-21.75938675562241,-38.03891118226329,107.46770585762859,116.05919816289723,1
37,train,1900,130933.099999913,1149250933.1,3784243.731943387,901244.2414959981,5037776.495562911,0.0,0.0,0.0,0,-56083.561414002295,-50.63649420998165,1:0.000000;6:0.772171,,10,5,1.3265145072630549,1.0,52.5116553711024,13.3961700554,75.4416656303257,52.51131426187784,13.39584809287587,183.45754876732826,-21.859564339504153,-37.95867178380435,108.0157327638078,116.55942622201711,1
38,train,1900,130933.299999913,1149250933.3,3784243.870782409,901243.6799025678,5037776.639884438,0.0,0.0,0.0,0,-56093.672081454715,-50.62889546896956,1:0.000000;6:0.852155,,11,4,1.3264981614272262,1.0,52.5116546467799,13.396161924033,75.4420674127146,52.511315015871496,13.395839572631576,183.57507856935263,-21.88596709310027,-37.794164968149445,108.13286167143237,116.61951052243826,1
39,train,1900,130933.499999913,1149250933.5,3784242.9426649944,901242.8341175335,5037777.456539378,0.0,0.0,0.0,0,-56104.358798633315,-50.706853093983575,1:0.000000;6:0.920301,,11,4,1.3264818371211855,1.0,52.5116539436006,13.3961531803935,75.4423639598124,52.51132731725172,13.39583062127678,183.554328805767,-21.900063684742403,-36.34701413313242,108.1118237276537,116.14165770949356,1
40,train,1900,130933.699999913,1149250933.6999998,3784242.069031288,901242.0967036353,5037777.618688362,0.0,0.0,0.0,0,-56115.262041038746,-50.811446511751996,1:0.000000;6:0.981654,,10,4,1.410486948731217,1.0,52.5116529941822,13.3961438647236,75.4425196134103,52.51133548211789,13.39582303673972,183.0617832299322,-21.782523174991677,-35.33277204703938,107.61912859967993,115.34626104452428,1
41,train,1900,130933.899999913,1149250933.9,3784241.6300357226,901241.2354505183,5037777.691817737,0.0,0.0,0.0,0,-56125.84621939535,-50.86646774739451,1:0.000000;6:1.038782,,9,5,1.4104689292587573,1.0,52.5116518843437,13.3961340131768,75.4424979908371,52.511340349873194,13.39581219472056,182.7384675750509,-21.849767489841717,-34.66758189577225,107.29583798885483,114.8549103155403,1
42,train,1900,130934.099999913,1149250934.1,3784240.533483189,901240.1794700911,5037777.949001264,0.0,0.0,0.0,0,-56136.56147024362,-50.934369140771544,1:0.000000;6:1.124561,,10,5,1.32643291287076,1.0,52.5116507604752,13.3961237484875,75.4422582481599,52.51135110700827,13.395800806428836,182.14443387743086,-21.926046747902056,-33.34545754906473,106.70205082516296,113.92101963835877,1
43,train,1900,130934.299999913,1149250934.3,3784239.5852094386,901239.149786474,5037778.135539926,0.0,0.0,0.0,0,-56147.34369119544,-51.0077118279289,1:0.000000;6:1.209368,,10,5,1.3264166170521605,1.0,52.5116495599094,13.3961130954651,75.4417597209018,52.51136040581512,13.395789288938905,181.58584128692746,-21.98473293009578,-32.177081891769106,106.1439625629432,113.07180846542052,1
44,train,1900,130934.499999913,1149250934.5,3784239.408344778,901238.4733608564,5037777.948588433,0.0,0.0,0.0,0,-56157.924406639715,-51.05263031009934,1:0.000000;6:1.276302,,11,4,1.326400316450586,1.0,52.5116482840008,13.3961021568744,75.4409466008244,52.51136172758331,13.395780200643081,181.23741270788014,-21.85910594739563,-31.888010665325062,105.79634898794797,112.63895061740868,1
45,train,1900,130934.699999913,1149250934.6999998,3784238.425591278,901238.099644434,5037777.4505685065,0.0,0.0,0.0,0,-56168.769697171396,-51.12718149987437,1:0.000000;6:1.359415,,11,4,1.3263840012928634,1.0,52.5116471205078,13.3960909448914,75.4397784375364,52.51136643800471,13.395778199482766,180.20771810878068,-21.233734665067,-31.234357930508438,104.76782789477576,111.36765403359692,1
46,train,1900,130934.899999913,1149250934.9,3784238.709233393,901237.6312926388,5037776.879204324,0.0,0.0,0.0,0,-56179.30223432635,-51.16170824637747,1:0.000000;6:1.417135,,10,5,1.3263677207889313,1.0,52.5116459996401,13.3960793362383,75.4382437293648,52.51136211938085,13.395770521078509,179.85624739527702,-20.96689276578995,-31.590204254014644,104.41789101788459,111.08846727579476,1
47,train,1900,130935.099999913,1149250935.1,3784238.2809167686,901236.84233098,5037776.564998795,0.0,0.0,0.0,0,-56190.019134144844,-51.215581531489704,1:0.000000;6:1.492777,,10,5,1.3263514002642318,1.0,52.5116451060389,13.3960671508861,75.4363609332602,52.51136467526097,13.395760678390069,179.24210763256997,-20.807835256982703,-31.206342993977415,103.80563645970807,110.37396437541133,1
48,train,1900,130935.299999913,1149250935.3,3784237.499156742,901235.6135066127,5037776.986083348,0.0,0.0,0.0,0,-56200.50405199703,-51.23908953624088,1:0.000000;6:1.584851,,10,5,1.3263350915335035,1.0,52.5116439617486,13.396054285885,75.4341625019545,52.51137443078762,13.395745739400997,178.94012686330825,-20.948642264670408,-29.99340741575856,103.50585948412392,109.7812053526833,1
49,train,1900,130935.499999913,1149250935.5,3784236.439249913,901233.8919256458,5037777.402474103,0.0,0.0,0.0,0,-56211.44265417261,-51.31310230487347,1:0.000000;6:1.682961,,10,5,1.326318762236912,1.0,52.5116427751255,13.3960406318588,75.4316827410393,52.51138690399207,13.395724689305602,178.40026850346476,-21.45078759052845,-28.473334877152837,102.96848618940905,108.9650229909533,1
50,train,1900,130935.699999913,1149250935.6999998,3784236.9776575984,901233.1983705263,5037776.837536271,0.0,0.0,0.0,0,-56222.02694979003,-51.346030756137935,1:0.000000;6:1.749129,,11,4,1.3263024442087943,1.0,52.5116415034425,13.3960262117637,75.4289524099592,52.51138122537168,13.395712914855357,178.17297660466284,-21.271164624441838,-28.963739326745262,102.74392301465163,108.84702272781013,1
51,train,1900,130935.899999913,1149250935.9,3784237.3299268624,901232.5119873291,5037776.320818285,0.0,0.0,0.0,0,-56232.66531554559,-51.383551945774364,1:0.000000;6:1.812564,,11,4,1.326286105677079,1.0,52.5116401706884,13.3960110631806,75.4260025217524,52.51137708975705,13.395701878321768,177.87475483771414,-20.991979706760308,-29.27564191709503,102.44865063247366,108.59766313361284,1
52,train,1900,130936.099999913,1149250936.1,3784236.5062759803,901231.5515594211,5037776.435565149,0.0,0.0,0.0,0,-56243.85521039401,-51.47854277197558,1:0.000000;6:1.874281,,12,3,1.3262697680575966,1.0,52.511638769896,13.3959951781413,75.4228658029146,52.51138501708174,13.39569092783639,177.34274594392627,-20.656944747396768,-28.237606682517367,101.91978423074956,107.75766429862935,1
53,train,1900,130936.299999913,1149250936.3,3784235.921742711,901230.4959268296,5037776.228538078,0.0,0.0,0.0,0,-56254.80967781382,-51.54445062449347,1:0.000000;6:1.945227,,12,3,1.3262534398686434,1.0,52.5116374606587,13.3959785666269,75.4195754112863,52.511389683238725,13.395677797318584,176.68356276210397,-20.420599698957403,-27.572662081537217,101.26389511198454,106.91879647460827,1
54,train,1900,130936.499999913,1149250936.5,3784235.7093809145,901229.5710990186,5037775.8505256055,0.0,0.0,0.0,0,-56265.71759731138,-51.60345935553716,1:0.000000;6:2.005351,,11,3,1.6994459396578812,1.0,52.5116361370298,13.3959612887667,75.4161649899602,52.51139061663454,13.3956652710185,176.12749289814383,-20.097992443510506,-27.32149901701922,100.71123777470862,106.26921954597336,1
55,train,1900,130936.699999913,1149250936.6999998,3784236.18658466,901228.7742744877,5037775.210856254,0.0,0.0,0.0,0,-56276.49017472544,-51.64756144473789,1:0.000000;6:2.043327,,11,3,1.6994395525537784,1.0,52.5116349256016,13.3959434161158,75.4126721739854,52.51138512442212,13.395652225768085,175.79010763857514,-19.770239670679807,-27.797865065142368,100.37734429222105,106.01506933438786,1
56,train,1900,130936.899999913,1149250936.9,3784235.7951527634,901227.9938845392,5037774.078170344,0.0,0.0,0.0,0,-56287.80509420996,-51.74338987316957,1:0.000000;6:2.080881,,11,3,1.6994331492180812,1.0,52.5116335724864,13.395925150672,75.4091367293659,52.51138293392392,13.395642380005212,174.54957172647119,-19.198586392121857,-27.891045982374095,99.14034516045325,104.76308607510796,1
57,train,1900,130937.099999913,1149250937.1,3784235.9761887807,901227.3526774183,5037772.918694726,0.0,0.0,0.0,0,-56298.949964134044,-51.8198544495546,1:0.000000;6:2.101947,,11,3,1.6994268111444852,1.0,52.511632301316,13.3959065311197,75.4056003335715,52.51137639610304,13.39563257504346,173.6463306704536,-18.60012388961944,-28.477117611735437,98.24063968001326,103.96217639564881,1
58,train,1900,130937.299999913,1149250937.3,3784236.0424013315,901226.4927483712,5037771.843688199,0.0,0.0,0.0,0,-56310.069765670116,-51.89098991687787,1:0.000000;6:2.124459,,11,3,1.6994204408326006,1.0,52.5116312677568,13.3958875788207,75.4021076727984,52.51137147802971,13.395620028039458,172.71129379514605,-18.16523865332317,-28.909384037314034,97.30909476922206,103.12510996626636,1
59,train,1900,130937.499999913,1149250937.5,3784235.6969810645,901224.8072361979,5037771.520260911,0.0,0.0,0.0,0,-56320.613827559864,-51.90350674477886,1:0.000000;6:2.199040,,12,3,1.3261554974695688,1.0,52.5116301146124,13.3958682791914,75.3986985209219,52.511374889498974,13.39559705666543,172.01250521931797,-18.414526653296388,-28.40142949590537,96.61371691311538,102.37160878409328,1
60,train,1900,130937.699999913,1149250937.6999998,3784235.6064137877,901223.2660270671,5037771.116948098,0.0,0.0,0.0,0,-56331.14344824456,-51.914351469293315,1:0.000000;6:2.272409,,12,3,1.3261391605124353,1.0,52.5116288197379,13.3958487055128,75.3953949883076,52.51137585791186,13.395575283238129,171.42156093753874,-18.563875438713172,-28.149567582632457,96.02607685099733,101.77437330579292,1
61,train,1900,130937.899999913,1149250937.9,3784235.323825153,901222.3032314131,5037770.654690085,0.0,0.0,0.0,0,-56342.37473709398,-51.98989752457935,1:0.000000;6:2.302484,,11,4,1.326122814550382,1.0,52.5116274655466,13.3958288817926,75.3922030508738,52.51137688039137,13.395562452547667,170.7517144428566,-18.089084691489855,-27.88509039982784,95.35942481770171,100.98620278605077,1
62,train,1900,130938.099999913,1149250938.1,3784234.333518869,901220.7902587049,5037770.081191755,0.0,0.0,0.0,0,-56353.723530254,-52.072539766984576,1:0.000000;6:2.347397,,10,4,1.4100900128501215,1.0,52.5116260272974,13.3958088697206,75.3891137111978,52.51138311237256,13.395544153807181,169.4970271550119,-17.972752806901468,-27.031542044329065,94.107830871901,99.54902279865252,1
63,train,1900,130938.299999913,1149250938.3,3784234.251530912,901219.4864850305,5037769.211375775,0.0,0.0,0.0,0,-56364.858381839294,-52.13423519698167,1:0.000000;6:2.380469,,11,4,1.3260901541051655,1.0,52.5116246872961,13.3957887393948,75.3860956922654,52.51138107767993,13.395525753067997,168.5744823636487,-17.855321647636394,-27.10884380027216,93.18830410075705,98.68009902965886,1
64,train,1900,130938.499999913,1149250938.5,3784235.084225746,901218.6510674612,5037768.050835987,0.0,0.0,0.0,0,-56375.654785273626,-52.16535812726778,1:0.000000;6:2.400648,,11,4,1.3260738181172809,1.0,52.5116233360066,13.395768495948,75.3831013649159,52.51137033465044,13.395510941835262,168.02882698457688,-17.486507033732902,-28.153955449568336,92.64563953937952,98.39531320829113,1
65,train,1900,130938.699999913,1149250938.6999998,3784236.2810452147,901217.8524527991,5037767.0432487605,0.0,0.0,0.0,0,-56386.26177598994,-52.17945382768809,1:0.000000;6:2.423021,,11,4,1.3260574579729751,1.0,52.5116219374697,13.3957481118443,75.3800778490591,52.51135784161007,13.395495415444493,167.82530365884304,-17.156699374599707,-29.388551799775264,92.4451350524299,98.50960514173461,1
66,train,1900,130938.899999913,1149250938.9,3784236.355857452,901217.4321928036,5037766.240915385,0.0,0.0,0.0,0,-56396.97928724403,-52.20218830439084,1:0.000000;6:2.441702,,11,4,1.3260410756927214,1.0,52.5116206336967,13.3957275653451,75.3769744371727,52.51135362885158,13.39548913867375,167.1737102838233,-16.187862987222804,-29.712263890903316,91.79664611685696,97.83399088210214,1
67,train,1900,130939.099999913,1149250939.1,3784236.5605801526,901216.4477079158,5037765.650398085,0.0,0.0,0.0,0,-56407.809091510055,-52.23347035182926,1:0.000000;6:2.460392,,11,4,1.3260247141098926,1.0,52.5116192872877,13.3957067922345,75.3737531663273,52.511350605476224,13.395474334392285,166.6875470848754,-15.782612116152242,-29.898875683357346,91.31370432877367,97.37158831291842,1
68,train,1900,130939.299999913,1149250939.3,3784236.2726825248,901215.2907669286,5037765.348650654,0.0,0.0,0.0,0,-56418.81463287283,-52.27801067202079,1:0.000000;6:2.475172,,10,3,1.8038284268076725,1.0,52.5116180367492,13.395685780951,75.3703974855265,52.51135286333243,13.395458740082772,166.11454558186233,-15.414827130686835,-29.50846018297983,90.744061223071,96.65842314612794,1
69,train,1900,130939.499999913,1149250939.5,3784236.1718515377,901213.9280883713,5037764.69117969,0.0,0.0,0.0,0,-56429.63834215864,-52.3063725278961,1:0.000000;6:2.500303,,11,3,1.6993492084485944,1.0,52.511616846499,13.3956645132972,75.3668951854802,52.51135221797241,13.395439559643663,165.34103099256754,-15.27311509971252,-29.447821698736476,89.9740495555225,95.89458713123103,1
70,train,1900,130939.699999913,1149250939.6999998,3784236.2885019137,901213.6879966991,5037763.735555601,0.0,0.0,0.0,0,-56439.92944776996,-52.29258943858019,1:0.000000;6:2.511498,,10,4,1.6993426645533245,1.0,52.5116156538186,13.3956430171405,75.3632326863765,52.51134657901224,13.395435721567358,164.61797881592065,-14.074228827145355,-29.942603601241778,89.2546603252285,95.18948375357367,1
