epoch,split,week,tow,time_gps_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,ref_sys_id,cb_m,cd_mps,inter_gnss_m,ibb_m,used_obs,rejected_obs,pdop,r_inflation,gt_lat_deg,gt_lon_deg,gt_h_m,pred_lat_deg,pred_lon_deg,pred_h_m,enu_e_m,enu_n_m,enu_u_m,enu_3d_m,init_ok
37,train,1900,130933.099999913,1149250933.1,3784200.5229458306,901254.4525257947,5037775.88093313,0.0,0.0,0.0,0,-56098.8947968735,-50.46288763346703,1:0.000000;6:9.354307,,9,6,1.3265158412393858,1.0,52.5116553711024,13.3961700554,75.4416656303257,52.511593748197036,13.396141841180079,158.82799358200282,-1.9155778089950388,-6.857385746485285,83.38632397662248,83.68973774575147,1
38,train,1900,130933.299999913,1149250933.3,3784200.8216456254,901254.3706319979,5037775.688364233,0.0,0.0,0.0,0,-56109.08172723489,-50.47759450612801,1:0.000000;6:9.329576,,9,6,1.3264995012916663,1.0,52.5116546467799,13.396161924033,75.4420674127146,52.511590758389666,13.396139648512966,158.8404902489856,-1.5123754958605655,-7.1094886576014815,83.3984186941242,83.71456473812361,1
39,train,1900,130933.499999913,1149250933.5,3784200.817276356,901254.0006599894,5037775.80129075,0.0,0.0,0.0,0,-56119.524963148346,-50.52917707530527,1:0.000000;6:9.303315,,9,6,1.3264831824121115,1.0,52.5116539436006,13.3961531803935,75.4423639598124,52.51159201749817,13.396134362434234,158.87534117605537,-1.2776276277285739,-6.891125720392914,83.43297336378598,83.72682360135022,1
40,train,1900,130933.699999913,1149250933.6999998,3784200.4831339954,901255.0402803847,5037774.999613983,0.0,0.0,0.0,0,-56129.59718025452,-50.524989885703945,1:0.000000;6:9.237361,,9,5,1.4104884797105304,1.0,52.5116529941822,13.3961438647236,75.4425196134103,52.511588233351375,13.396150398429196,158.1879919692874,0.4435997805014278,-7.206573168014238,82.74546826838963,83.0598819921283,1
41,train,1900,130933.899999913,1149250933.9,3784199.2739013224,901256.4083054108,5037774.21298693,0.0,0.0,0.0,0,-56140.14982745363,-50.587548518252454,1:0.000000;6:9.174711,,9,5,1.4104704680730775,1.0,52.5116518843437,13.3961340131768,75.4424979908371,52.511590059006004,13.396174126006718,157.0408004038036,2.7234221613628318,-6.879910065045188,81.59829812031893,81.93309738380795,1
42,train,1900,130934.099999913,1149250934.1,3784197.707239634,901257.4254045306,5037773.777563437,0.0,0.0,0.0,0,-56151.98423945694,-50.81974035207275,1:0.000000;6:9.144571,,10,5,1.3264343066902502,1.0,52.5116507604752,13.3961237484875,75.4422582481599,52.51159686444893,13.396194045198893,155.91118668485433,4.772726298703155,-5.997535299786897,80.46892383399036,80.83314325816524,1
43,train,1900,130934.299999913,1149250934.3,3784196.7101072953,901257.6626645665,5037773.048751483,0.0,0.0,0.0,0,-56163.573236093034,-51.00771871066472,1:0.000000;6:9.102613,,10,5,1.3264180374106191,1.0,52.5116495599094,13.3961130954651,75.4417597209018,52.51159940310654,13.396200847322245,154.77600200474262,5.957824904759089,-5.5814330747818985,79.33423706306073,79.75317700970888,1
44,train,1900,130934.499999913,1149250934.5,3784196.0513836853,901257.5416831186,5037772.196590158,0.0,0.0,0.0,0,-56174.80266659299,-51.14014283530491,1:0.000000;6:9.049735,,11,4,1.3264017676884368,1.0,52.5116482840008,13.3961021568744,75.4409466008244,52.51159951161531,13.396201361736436,153.69278151448816,6.735414101761911,-5.427373519990304,78.25182905607464,78.72846332216089,1
45,train,1900,130934.699999913,1149250934.6999998,3784196.7664088192,901257.3113550284,5037770.748357422,0.0,0.0,0.0,0,-56185.78626625056,-51.235300113202314,1:0.000000;6:8.994980,,11,4,1.3263854931575336,1.0,52.5116471205078,13.3960909448914,75.4397784375364,52.511587011837264,13.396195621603415,152.9344906276092,7.106921013534405,-6.6888709915528395,77.4947047302749,78.10684081862962,1
46,train,1900,130934.899999913,1149250934.9,3784195.7577522863,901257.7357635896,5037769.227353285,0.0,0.0,0.0,0,-56196.77405141094,-51.32561473740045,1:0.000000;6:8.974361,,11,4,1.32636919909644,1.0,52.5116459996401,13.3960793362383,75.4382437293648,52.51158498867305,13.396205144535388,151.19028573203832,8.54162697804877,-6.789274148219484,75.7520326806018,76.53381011118404,1
47,train,1900,130935.099999913,1149250935.1,3784194.9508594293,901258.0526517606,5037767.9535663705,0.0,0.0,0.0,0,-56207.58141761301,-51.390329451438774,1:0.000000;6:8.944753,,11,4,1.3263529553404236,1.0,52.5116451060389,13.3960671508861,75.4363609332602,52.511583095665436,13.39621243840454,149.74653376918286,9.86414718896245,-6.900483738404219,74.31016148925899,75.27893580643423,1
48,train,1900,130935.299999913,1149250935.3,3784194.734854143,901257.8363847395,5037767.903610077,0.0,0.0,0.0,0,-56217.96127142651,-51.40302104954735,1:0.000000;6:8.876478,,11,4,1.3263366918576838,1.0,52.5116439617486,13.396054285885,75.4341625019545,52.51158467803665,13.396210076813803,149.54851621948183,10.57726476509213,-6.597060064014556,74.11434155338853,75.15540802424938,1
49,train,1900,130935.499999913,1149250935.5,3784194.5180081124,901257.284744945,5037767.8824417945,0.0,0.0,0.0,0,-56228.52569428599,-51.43616171427962,1:0.000000;6:8.810996,,11,4,1.3263203555599419,1.0,52.5116427751255,13.3960406318588,75.4316827410393,52.51158697772456,13.396202912838596,149.3255550339818,11.017899138302448,-6.209103362797293,73.89385977371248,74.96832383246134,1
50,train,1900,130935.699999913,1149250935.6999998,3784193.8266541176,901255.9976726496,5037767.208310146,0.0,0.0,0.0,0,-56240.13866993116,-51.58468277240591,1:0.000000;6:8.740840,,11,4,1.3263040183834551,1.0,52.5116415034425,13.3960262117637,75.4289524099592,52.51159021263069,13.396186830736847,148.19985641818494,10.905056195944663,-5.707610906488469,72.77089215194499,73.80447017279229,1
51,train,1900,130935.899999913,1149250935.9,3784192.7293646717,901255.1028637365,5037766.4390575625,0.0,0.0,0.0,0,-56251.47274955993,-51.69604213067816,1:0.000000;6:8.689291,,11,4,1.3262877308655545,1.0,52.5116401706884,13.3960110631806,75.4260025217524,52.511595095042516,13.396177754242443,146.81366117578,11.31731056081807,-5.015987461367708,71.38764666202196,72.45300369539069,1
52,train,1900,130936.099999913,1149250936.1,3784192.27581534,901253.7853128385,5037765.870294877,0.0,0.0,0.0,0,-56262.50423629774,-51.77022275072352,1:0.000000;6:8.657215,,11,4,1.326271454188401,1.0,52.511638769896,13.3959951781413,75.4228658029146,52.51159730704972,13.396160423934331,145.90806341636926,11.219183434760701,-4.61395608311512,70.48518609669179,71.52146619557655,1
53,train,1900,130936.299999913,1149250936.3,3784192.1354185194,901252.9385470867,5037764.862982491,0.0,0.0,0.0,0,-56273.26480646491,-51.81261187295301,1:0.000000;6:8.652366,,11,4,1.3262551485862697,1.0,52.5116374606587,13.3959785666269,75.4195754112863,52.51159417066386,13.396148770474293,144.9062680453062,11.555804155821988,-4.817278900689846,69.48668036856685,70.60553472878821,1
54,train,1900,130936.499999913,1149250936.5,3784192.0811213274,901252.3279001979,5037763.990795078,0.0,0.0,0.0,0,-56284.24332525096,-51.876147060744756,1:0.000000;6:8.606188,,10,4,1.6994485979958447,1.0,52.5116361370298,13.3959612887667,75.4161649899602,52.511590785993036,13.396140206342098,144.0959591101855,12.147412586471795,-5.046628711455341,68.6797805797814,69.92810847137349,1
55,train,1900,130936.699999913,1149250936.6999998,3784192.0039500003,901251.4348354181,5037762.90122873,0.0,0.0,0.0,0,-56295.27969695622,-51.94281182602412,1:0.000000;6:8.570385,,10,4,1.699442247259016,1.0,52.5116349256016,13.3959434161158,75.4126721739854,52.511586837671175,13.39612767374935,143.05980125069618,12.509969072196483,-5.3511872703270456,67.64711458897784,69.00193217297412,1
56,train,1900,130936.899999913,1149250936.9,3784191.724552165,901250.5878161095,5037762.489510106,0.0,0.0,0.0,0,-56306.31050117464,-52.006740288450835,1:0.000000;6:8.505226,,10,4,1.6994359052211498,1.0,52.5116335724864,13.395925150672,75.4091367293659,52.51158792324734,13.396116490979898,142.448265645653,12.990837882480024,-5.079809056535286,67.03911369146898,68.4748792877902,1
57,train,1900,130937.099999913,1149250937.1,3784191.115293522,901249.4867495338,5037762.249971117,0.0,0.0,0.0,0,-56317.389303577016,-52.07293585921736,1:0.000000;6:8.432772,,10,4,1.699429499784541,1.0,52.511632301316,13.3959065311197,75.4056003335715,52.511592658250265,13.396102793808405,141.7422381034121,13.325034561324108,-4.4114434747373075,66.33662235451628,67.80534525387355,1
58,train,1900,130937.299999913,1149250937.3,3784190.5337718492,901249.6060908969,5037761.124227703,0.0,0.0,0.0,0,-56328.61266879195,-52.1502239721119,1:0.000000;6:8.363609,,10,4,1.6994230808966706,1.0,52.5116312677568,13.3958875788207,75.4021076727984,52.51159033798233,13.396106488136699,140.5215293355286,14.86259980052105,-4.554622519687495,65.11940275629836,66.94907075131283,1
59,train,1900,130937.499999913,1149250937.5,3784189.1023931922,901250.8843284398,5037756.925776666,0.0,0.0,0.0,0,-56339.8008569379,-52.22119942730131,1:0.000000;6:8.251586,,12,3,1.3261572461894213,1.0,52.5116301146124,13.3958682791914,75.3986985209219,52.51157519320653,13.396129687339958,136.52295526396483,17.748004848078665,-6.111590901061337,61.12422917378999,63.94149366037174,1
60,train,1900,130937.699999913,1149250937.6999998,3784189.3133994816,901250.5885754094,5037754.542803715,0.0,0.0,0.0,0,-56350.50624948832,-52.24533965134208,1:0.000000;6:8.187549,,12,3,1.326141092227742,1.0,52.5116288197379,13.3958487055128,75.3953949883076,52.51156118537147,13.396124729712046,134.71534569188952,18.740345416593378,-7.526276134832127,59.31991878825429,62.663371628376815,1
61,train,1900,130937.899999913,1149250937.9,3784188.8221488814,901250.900903467,5037753.955067806,0.0,0.0,0.0,0,-56361.283597318645,-52.276099315053216,1:0.000000;6:8.047979,,11,4,1.3261248143833235,1.0,52.5116274655466,13.3958288817926,75.3922030508738,52.51156086254837,13.39613088113986,134.00218906346709,20.503896066669697,-7.411498209193976,58.60994881805269,62.533720184172914,1
62,train,1900,130938.099999913,1149250938.1,3784188.971679352,901250.5499423281,5037752.499450531,0.0,0.0,0.0,0,-56371.97873749507,-52.298053815456484,1:0.000000;6:7.944832,,10,4,1.41009224836267,1.0,52.5116260272974,13.3958088697206,75.3891137111978,52.51155244416374,13.396125342263977,132.88623363431543,21.486537316181074,-8.188237779974386,57.497078550597756,61.92441009516885,1
63,train,1900,130938.299999913,1149250938.3,3784189.4877439914,901249.7596710527,5037751.040628714,0.0,0.0,0.0,0,-56382.780931700436,-52.32823864739433,1:0.000000;6:7.877724,,11,4,1.3260921453390746,1.0,52.5116246872961,13.3957887393948,75.3860956922654,52.51154219153638,13.396112258130742,131.92279583308846,21.96493221192643,-9.180025689593105,56.536655790451704,61.34431160836454,1
64,train,1900,130938.499999913,1149250938.5,3784189.9973707027,901248.9490022766,5037749.546592067,0.0,0.0,0.0,0,-56393.67662704549,-52.365291212010696,1:0.000000;6:7.821477,,11,4,1.3260758115567353,1.0,52.5116233360066,13.395768495948,75.3831013649159,52.511531824663074,13.39609890371056,130.92472862824798,22.432656520745205,-10.183270315716154,55.54157976511745,60.76010332204498,1
65,train,1900,130938.699999913,1149250938.6999998,3784190.4849282987,901248.107088874,5037748.3945248565,0.0,0.0,0.0,0,-56404.42387977313,-52.38864131254977,1:0.000000;6:7.768945,,11,4,1.3260594768964558,1.0,52.5116219374697,13.3957481118443,75.3800778490591,52.51152353276086,13.396085176924364,130.18053480610251,22.884649108721348,-10.950356061059558,54.800406584893864,60.38792946080337,1
66,train,1900,130938.899999913,1149250938.9,3784191.281608764,901247.116341004,5037747.883044009,0.0,0.0,0.0,0,-56415.23198353551,-52.41686678728966,1:0.000000;6:7.662248,,11,4,1.3260431247760267,1.0,52.5116206336967,13.3957275653451,75.3769744371727,52.51151684596071,13.39606826276981,130.1066590771079,23.131266248528718,-11.549374383874202,54.729632324097906,60.529134978538686,1
67,train,1900,130939.099999913,1149250939.1,3784191.569140924,901245.9913781937,5037747.247343888,0.0,0.0,0.0,0,-56425.93017174023,-52.43490388083954,1:0.000000;6:7.583421,,11,4,1.3260267319173118,1.0,52.5116192872877,13.3957067922345,75.3737531663273,52.51151323320471,13.396051162987906,129.61385644320399,23.380662859506224,-11.801569843170935,54.24004959078138,60.23217932404205,1
68,train,1900,130939.299999913,1149250939.3,3784191.016994236,901244.5061970298,5037746.650213647,0.0,0.0,0.0,0,-56437.16796243218,-52.49572787489522,1:0.000000;6:7.481345,,10,3,1.803832177095708,1.0,52.5116180367492,13.395685780951,75.3703974855265,52.51151625088475,13.396031767265942,128.60374099202454,23.490344261757976,-11.326603094092818,53.23329028029998,59.277916674371234,1
69,train,1900,130939.499999913,1149250939.5,3784190.9130240222,901243.0518458112,5037745.470409794,0.0,0.0,0.0,0,-56448.292480538104,-52.54544526274286,1:0.000000;6:7.405754,,11,3,1.6993525507777751,1.0,52.511616846499,13.3956645132972,75.3668951854802,52.51151292213959,13.396011283918341,127.40097534097731,23.54359118081363,-11.564570868626618,52.034026306080676,58.271604394307424,1
70,train,1900,130939.699999913,1149250939.6999998,3784190.8391879406,901241.668504959,5037744.327667733,0.0,0.0,0.0,0,-56459.13136181278,-52.57119728623927,1:0.000000;6:7.358507,,11,3,1.699346052910093,1.0,52.5116156538186,13.3956430171405,75.3632326863765,52.51150946975242,13.395991715183017,126.25547087006271,23.67444884338813,-11.816026641695132,50.892183391668084,57.35950090444152,1
