epoch,week,tow,time_gps_s,gt_pos_E_x_m,gt_pos_E_y_m,gt_pos_E_z_m,gt_vel_E_x_mps,gt_vel_E_y_mps,gt_vel_E_z_mps,gt_lat_deg,gt_lon_deg,gt_h_m,gt_pos_std_N_n_m,gt_pos_std_N_e_m,gt_pos_std_N_d_m,speed_mps,is_static,sat_pos_E_x_m,sat_pos_E_y_m,sat_pos_E_z_m,sat_vel_E_x_mps,sat_vel_E_y_mps,sat_vel_E_z_mps,sat_bias_m,sat_drift_mps,elev_rad,azim_rad,elev_deg,azim_deg
11,1900,130927.9,1149250927.9,3784144.3521964788,901246.3447308409,5037714.15189021,-0.0004290627570501173,0.0013065729316907027,8.795756310027067e-05,52.5116591663171,13.3962173508037,75.448809305683,4.311071280461821,0.788173768406902,1.26890822340862e-05,-0.0013780291028207,1,10101654.016000459,101624.96543110901,16265547.67646901,44.14817781725703,354.1714749481925,-274.9177108759334,37929.43947618368,-0.00024294510535582958,0.6866171727606899,-0.23868503233105354,39.340266140392444,-13.675644985512967
12,1900,130928.1,1149250928.1,3784144.3532278137,901246.3460345424,5037714.150932213,-0.0009351918518288702,0.002847478023425124,0.0001917756246674982,52.51165915177,13.3962173659641,75.4488435750776,6.012040287138966,0.5438615121400271,1.27291177122184e-05,-0.0030032470400939,1,10101662.848994516,101695.80286186936,16265492.686002031,44.12470278929223,354.1704165049848,-274.9911158504977,37929.43942759471,-0.0002429444793961011,0.6866182511675962,-0.23868826339469917,39.340327928556775,-13.675830111823203
13,1900,130928.3,1149250928.3,3784144.3455004594,901246.343762698,5037714.15708993,-0.0015054613198803059,0.004583910029074213,0.00030870545669708975,52.5116592428019,13.3962173597819,75.4488343388354,4.321061236159086,0.4926404283488138,1.27563016347951e-05,-0.0048346606912272,1,10101671.677297141,101766.64008362254,16265437.680853462,44.101227690476726,354.16935851420476,-275.06452057758173,37929.43937900587,-0.00024294384672884917,0.6866193294446835,-0.23869149415478752,39.34038970928302,-13.676015220740885
14,1900,130928.5,1149250928.5,3784144.344027935,901246.3465515345,5037714.157617893,-0.0019025290152607792,0.005793182625512524,0.00039008088575825885,52.5116592512964,13.3962174047661,75.4487747051411,0.2507409530221686,0.5670201649036434,1.277296863129e-05,-0.0061100527562275,1,10101680.500905126,101837.47709402576,16265382.661024261,44.077752520726435,354.1683009761053,-275.13792505771903,37929.43933041715,-0.00024294333184116113,0.6866204071957039,-0.23869472320056037,39.34045145986786,-13.676200231435526
15,1900,130928.7,1149250928.7,3784144.3419790966,901246.3459604575,5037714.159103341,-0.001585782610692913,0.004828227602110996,0.0003252201546079959,52.5116592746089,13.3962174032886,75.4486570351657,2.515392353015054,0.34571592141884,1.27810013892954e-05,-0.0050923723759291,1,10101689.319816126,101908.31389145472,16265327.62651349,44.05427727972424,354.16724389070816,-275.2113292914129,37929.43928182857,-0.00024294268757785176,0.6866214846794473,-0.23869795170091412,39.34051319513884,-13.67638521087995
16,1900,130928.9,1149250928.9,3784144.3424366284,901246.3458746074,5037714.158540652,-0.00028826042937678145,0.0008775940027108821,5.9130613010781796e-05,52.5116592684996,13.3962174004972,75.4484693250244,2.596839509694752,0.273128863159749,1.27824790552528e-05,-0.0009256142490982,1,10101698.13403209,101979.15047763954,16265272.57732229,44.03080196779513,354.1661872579918,-275.2847332781863,37929.43923324011,-0.00024294190006912686,0.6866225617808822,-0.23870117912228,39.340574908505175,-13.676570128502924
17,1900,130929.1,1149250929.1,3784144.343171357,901246.3454576174,5037714.157720489,0.0006133461509987377,-0.0018672595599074243,-0.00012582247869892088,52.5116592596064,13.3962173920152,75.4481947380715,2.2986830621295744,0.2585782800827987,1.27808243215583e-05,0.0019694372447876,1,10101706.943553565,102049.98685289132,16265217.513450589,44.00732658496504,354.16513107792304,-275.3581370178109,37929.43918465178,-0.0002429412558058175,0.686623638484512,-0.23870440540100057,39.34063659907895,-13.676754980657146
18,1900,130929.3,1149250929.3,3784144.342772944,901246.3450427123,5037714.157612366,0.000966405600377825,-0.0029421178814951197,-0.000198247560983299,52.5116592624641,13.3962173874299,75.4478145648294,2.457475615895765,0.2799664930683219,1.27815704427485e-05,0.003103111262667,1,10101715.748381212,102120.82301758477,16265162.434898445,43.98385113135847,354.1640753504972,-275.43154051012897,37929.439136063585,-0.00024294061131513445,0.6866247148801686,-0.2387076308050291,39.34069827200716,-13.676939782695202
19,1900,130929.5,1149250929.5,3784144.347386604,901246.3443390217,5037714.153670203,0.0010152614550370197,-0.0030908600951338556,-0.00020826877357873176,52.5116592100634,13.3962173616032,75.447318800415,1.1727610839152325,0.37856631367978316,1.27901872956473e-05,0.003259991998736,1,10101724.5485108,102191.65896921363,16265107.341666704,43.960375606755655,354.1630200759505,-275.50494375597174,37929.43908747552,-0.0002429401102972406,0.6866257908757845,-0.23871085516017976,39.34075992201472,-13.677124524636989
20,1900,130929.7,1149250929.7,3784144.3442079243,901246.3437800378,5037714.155369835,0.0021122334999594105,-0.006429933847479496,-0.00043339650864491726,52.5116592423315,13.3962173644411,75.4467066936142,5.580263711682355,0.4686609000571114,1.28092901698389e-05,0.0067818443048347,1,10101733.343947724,102262.49471169473,16265052.233754229,43.93690001149686,354.161965253939,-275.5783467541275,37929.439038887576,-0.000242939459894842,0.6866268666074047,-0.23871407852751048,39.340821556896444,-13.677309209980855
21,1900,130929.9,1149250929.9,3784144.3485726486,901246.3434256639,5037714.151271711,0.0044055417409206155,-0.01341121734568991,-0.0009039230549909845,52.5116591902275,13.396217344469,75.445989052358,10.4910445508535,0.8261448729771957,1.28394978417851e-05,0.0141451979701124,1,10101742.134690085,102333.33024368723,16264997.11115988,43.913424345323094,354.16091088449974,-275.65174950486323,37929.438990299765,-0.00024293868034419575,0.6866279419462674,-0.23871730098545507,39.340883169274825,-13.677493843220745
22,1900,130930.1,1149250930.1,3784144.354141419,901246.3326274352,5037714.148022822,0.007840491730146412,-0.023869010461722285,-0.0016084843388873443,52.5116591516698,13.3962171707456,75.445185494082,4.366776522805724,0.6011657674185119,1.28808119249169e-05,0.0251751900263086,1,10101750.920737078,102404.16556492847,16264941.973884938,43.889948608289224,354.15985696774703,-275.7251520083449,37929.438941712084,-0.00024293803448927065,0.68662901709022,-0.2387205237272409,39.34094477048568,-13.677678492723533
23,1900,130930.3,1149250930.3,3784144.359273912,901246.3293737676,5037714.143683992,0.012746284666239737,-0.03881514392522897,-0.002612904084559384,52.5116590977134,13.3962171066116,75.4443225982601,3.9626921061091993,0.4682677690841781,1.29339686288236e-05,0.0409378851247126,1,10101759.702089254,102475.00067503948,16264886.821932197,43.86647280081036,354.15880350388113,-275.798554264476,37929.438893124534,-0.00024293739102176914,0.6866300917318365,-0.23872374439676391,39.341006342914795,-13.677863023494409
24,1900,130930.5,1149250930.5,3784144.368255968,901246.3219437696,5037714.137178566,0.021981940460141534,-0.06694511374125088,-0.004505186541158327,52.5116590121043,13.3962169695014,75.4434307864241,6.405965275482522,0.5746897617293993,1.29997001368064e-05,0.0706055993954648,1,10101768.478749806,102545.83557665304,16264831.655298553,43.842996922842374,354.1577504925232,-275.87195627247075,37929.4388445371,-0.00024293690466947737,0.6866311660364918,-0.23872696455037595,39.34106789603745,-13.678047524705763
25,1900,130930.7,1149250930.7,3784144.3717231634,901246.283953326,5037714.140220096,0.044578040256823014,-0.13578807465891737,-0.009131367872987909,52.5116590674501,13.3962164133318,75.442540136821,14.047015341187361,5.606448271038386,1.30770392816911e-05,0.143209583380256,0,10101777.250720656,102616.67027111564,16264776.473982476,43.81952097442391,354.1566979335511,-275.94535803188865,37929.4387959498,-0.00024293627109273075,0.6866322398330436,-0.23873018344592284,39.34112942004793,-13.67823195383529
26,1900,130930.9,1149250930.9,3784144.385986444,901246.2319601248,5037714.137737698,0.08460051095491349,-0.25766717581379167,-0.017335326855892584,52.5116590408301,13.3962156196853,75.4416836714372,2.393403243927415,0.8678459636806237,1.31645212620584e-05,0.27175381046618,0,10101786.017991047,102687.50475424252,16264721.277986327,43.79604495471979,354.15564582722953,-276.018759544326,37929.438747362634,-0.00024293546891840379,0.686633315454998,-0.2387334138470696,39.341191048646266,-13.678417042187132
27,1900,130931.1,1149250931.1,3784144.3956873207,901246.1591151244,5037714.142460436,0.13971038166313224,-0.42544814622723914,-0.02863965556235514,52.5116591197114,13.3962145428374,75.4409030323373,0.0,0.6335881388114916,1.32587889433632e-05,0.448715216750427,0,10101794.780565294,102758.33902417941,16264666.067309625,43.772568863751914,354.15459417399154,-276.0921608098214,37929.438698775586,-0.00024293480703363457,0.6866343901598057,-0.2387366409590809,39.34125262469596,-13.678601942085397
28,1900,130931.3,1149250931.3,3784144.4279559054,901246.057305066,5037714.1356492825,0.20230802061040656,-0.6154215347334323,-0.041587234357162495,52.5116590268212,13.3962129739581,75.44024736512,5.089577197541098,0.5175395157907482,1.3360617453952e-05,0.649154603063424,0,10101803.538438551,102829.17307759586,16264610.841949046,43.749092701693414,354.1535429738243,-276.1655618290561,37929.438650188684,-0.00024293414151088655,0.6866354648405169,-0.2387398711283205,39.34131419936504,-13.678787017149943
29,1900,130931.5,1149250931.5,3784144.4703793814,901245.9136193892,5037714.12892007,0.2670876880462969,-0.8114934089375504,-0.05507920140078727,52.5116589331192,13.3962107704197,75.4397642547224,5.832434909698107,0.9115491428105789,1.34682785837959e-05,0.856090593501617,0,8773366.142161697,669505.0762155945,16484544.538488153,-119.66368425283952,346.7261361741224,-366.8162207535699,32937.273638826184,-0.00022900574956164586,0.6549048482775408,-0.19218588665363967,37.523283788958615,-11.01144018723317
30,1900,130931.7,1149250931.7,3784144.5459370967,901245.7286681733,5037714.105054774,0.3328423026978281,-1.010822977937087,-0.06871973373747309,52.5116585840319,13.3962078625471,75.4394823283522,3.735690255896954,0.9770256130051939,1.35762376295046e-05,1.06642838155956,0,8773342.212986816,669574.4246481834,16484471.168210149,-119.68264407005984,346.7276978820291,-366.8909545725087,32937.27359302511,-0.00022900519048990272,0.6549042868025993,-0.19218882663879253,37.523251618814164,-11.01160863597426
31,1900,130931.9,1149250931.9,3784144.6236155285,901245.5081476918,5037714.086188123,0.4007368503603169,-1.2136849057832217,-0.08332926164551248,52.5116583063341,13.3962044377911,75.4394069113596,5.785720791560351,0.5387532465195629,1.36740731850473e-05,1.28084536131772,0,8773318.280013036,669643.7733902339,16484397.78298525,-119.70160375912045,346.7292599152438,-366.96568805692743,32937.27354722414,-0.00022900448472201415,0.6549037255394178,-0.1921917708953062,37.52321946080266,-11.011777329446296
32,1900,130932.1,1149250932.1,3784144.7091404037,901245.2454632418,5037714.069207274,0.46932581854722466,-1.416338827190904,-0.09849391615977442,52.511658054179,13.396200382122,75.4395280331605,7.109886355215254,0.4445801186535633,1.3747208058753e-05,1.49532051710796,0,8773294.343253272,669713.1224452885,16484324.382811574,-119.72056332003064,346.73082227327006,-367.04042120533865,32937.27350142328,-0.00022900391848131274,0.6549031645846787,-0.19219472061219792,37.52318732046361,-11.011946335774951
33,1900,130932.3,1149250932.3,3784144.8153633303,901244.9433193658,5037714.044002398,0.5416157103331021,-1.622526341076884,-0.11579206973967159,52.5116576786604,13.3961956904355,75.4398138010064,0.0,0.4502077799591987,1.38108395700256e-05,1.71445242237356,0,8773270.402698718,669782.4718190243,16484250.96770426,-119.7395227520012,346.7323849556352,-367.115154016447,32937.27345562255,-0.0002290033310547348,0.6549026035518564,-0.1921976750649584,37.523155175650736,-11.012115613448897
34,1900,130932.5,1149250932.5,3784144.9451986114,901244.6016361751,5037714.008353283,0.6236604204796682,-1.8435623149570228,-0.1377300763059406,52.5116571475523,13.396190351642,75.4402166585383,5.376480272127804,0.46353814506611096,1.38980057790693e-05,1.9510622499351,0,10101855.987101879,103254.17302069336,16264279.181523873,43.60823425396309,354.1472452769168,-276.6059627300036,37929.43835866993,-0.0002429304361157847,0.6866419188611385,-0.23875935195829961,39.34168398750755,-13.67990318648916
35,1900,130932.7,1149250932.7,3784145.0880110357,901244.2132959352,5037713.971404563,0.7101442224049528,-2.075498693636378,-0.161043276209218,52.5116565963985,13.396184300049,75.4406925754483,7.143345501273679,0.4590474086413362,1.39937715308714e-05,2.19953053643582,0,10101864.71211209,103325.00560864984,16264223.853410337,43.584757598695234,354.14619724556394,-276.6793620125907,37929.43831008393,-0.00024292980060636182,0.6866429955651455,-0.23876261597819443,39.34174567810294,-13.680090201053375
36,1900,130932.9,1149250932.9,3784145.2419919386,901243.7768445049,5037713.934702438,0.7999211483091435,-2.3010308348750765,-0.18795169865597902,52.5116560486035,13.3961775209932,75.4411925955531,6.1052273117998785,0.45547143314140714,1.40863327105352e-05,2.44334659587742,0,10101873.432430241,103395.8379877492,16264168.51061132,43.56128087370409,354.1451496666611,-276.7527610464597,37929.43826149805,-0.00024292901559874736,0.6866440728627573,-0.23876588623650702,39.34180740270938,-13.680277573052601
37,1900,130933.1,1149250933.1,3784145.4178968463,901243.2976997169,5037713.889194684,0.8881775829623626,-2.515310833299238,-0.2157252243686641,52.5116553711024,13.3961700554,75.4416656303257,5.277361890954949,0.4462534444462126,1.41688043521209e-05,2.67622595821397,0,10101882.148048248,103466.67015864396,16264113.15313363,43.53780407777937,354.14410254097936,-276.82615983175606,37929.438212912304,-0.00024292837053963012,0.6866451503335224,-0.23876916130492243,39.34186913723676,-13.680465220650426
38,1900,130933.3,1149250933.3,3784145.608253596,901242.7755311066,5037713.840459457,0.9764624434518647,-2.7179097732868276,-0.2455957750448474,52.5116546467799,13.396161924033,75.4420674127146,6.55762530436529,0.4537691152808726,1.42399398604636e-05,2.89841848667854,0,10101890.858976394,103537.50212516192,16264057.780975549,43.51432721197746,354.14305586734577,-276.89955836770196,37929.438164326675,-0.00024292770763167937,0.6866462281140128,-0.2387724413435767,39.3419308895101,-13.680653153021954
39,1900,130933.5,1149250933.5,3784145.8063627155,901242.2124770696,5037713.793072631,1.0641114432115952,-2.910389037421447,-0.2767902429537012,52.5116539436006,13.3961531803935,75.4423639598124,8.182147210262738,0.45896882712404424,1.43030867430762e-05,3.11115900450478,0,10101899.565199696,103608.33387099384,16264002.394139592,43.49085027542116,354.14200964697045,-276.97295665834656,37929.43811574119,-0.00024292720627272502,0.6866473065375251,-0.23877572702785027,39.34199267862589,-13.68084140886364
40,1900,130933.7,1149250933.7,3784146.034536729,901241.6166601881,5037713.728897706,1.1480530828503628,-3.0867894161140996,-0.3080758376541884,52.5116529941822,13.3961438647236,75.4425196134103,8.473431080533183,0.44675165577721737,1.43628922483253e-05,3.30774931066769,0,11445982.40292785,410122.90734630276,15811542.346067363,-46.02621526733662,565.8463381636218,-298.9713280493352,39026.63294100483,-0.00026684930671763143,0.7170538892528585,-0.24870603058061758,41.08416153762994,-14.249805891720975
41,1900,130933.9,1149250933.9,3784146.2848140257,901240.9887075187,5037713.65371782,1.216833386850642,-3.242000489766182,-0.33181447213324405,52.5116518843437,13.3961340131768,75.4424979908371,11.587905524042041,0.5472198268970833,1.44252031630794e-05,3.47869968679615,0,11445973.201561775,410236.08014401485,15811482.545146292,-46.04826297049602,565.8468048960033,-299.04227295572605,39026.63288763504,-0.00026684862107989224,0.7170547504581932,-0.24870771753106166,41.084210881060905,-14.249902546861666
42,1900,130934.1,1149250934.1,3784146.5426657493,901240.3337247091,5037713.5774146905,1.2653557585180624,-3.3701532380013375,-0.34524631442038295,52.5116507604752,13.3961237484875,75.4422582481599,6.170310892531664,0.8535353817684554,1.44983321854257e-05,3.6163867410506,0,8773054.767034255,670406.6302088549,16483589.559077902,-119.91015186953797,346.74646370749133,-367.7877341980071,32937.27304342105,-0.0002289982266494703,0.6548975527717938,-0.19222448948442222,37.52286578726989,-11.01365196651427
43,1900,130934.3,1149250934.3,3784146.813060342,901239.6546265479,5037713.49571197,1.2969092623754426,-3.473015834476551,-0.3505112324869145,52.5116495599094,13.3961130954651,75.4417597209018,0.8884847777807607,0.516775571162138,1.45920937595949e-05,3.72379789267081,0,8773030.788568595,670475.9827073484,16483515.994505959,-119.92911001889813,346.74802963492647,-367.8624636440393,32937.272997621454,-0.00022899765848278012,0.6548969908550892,-0.1922274873601001,37.52283359181428,-11.013823732138114
44,1900,130934.5,1149250934.5,3784147.094231958,901238.9581646349,5037713.408657106,1.320683579517801,-3.5615740305045267,-0.35251377636269693,52.5116482840008,13.3961021568744,75.4409466008244,3.0966258757096203,0.4537583427659378,1.46721733530848e-05,3.81487623056079,0,8773006.806316994,670545.3355194217,16483442.414992344,-119.9480680399165,346.7495958869599,-367.9371927528053,32937.27295182197,-0.00022899721657535446,0.6548964287425506,-0.19223048687243685,37.5228013851382,-11.013995591535611
45,1900,130934.7,1149250934.7,3784147.3698377144,901238.2412965058,5037713.32893376,1.3445921398052507,-3.6686102581151285,-0.35133296472806497,52.5116471205078,13.3960909448914,75.4397784375364,4.42464524870582,0.44760049521530837,1.47338748433284e-05,3.92301721898824,0,8772982.820264088,670614.6886448232,16483368.82053285,-119.96702593239871,346.7511624638151,-368.01192152463375,32937.2729060226,-0.00022899663428474655,0.6548958668008796,-0.19223348850457894,37.522769188252134,-11.014167572389002
46,1900,130934.9,1149250934.9,3784147.647804495,901237.4973062375,5037713.251806323,1.3807040975782285,-3.825544134756388,-0.35039075261552,52.5116459996401,13.3960793362383,75.4382437293648,6.2225680490379585,0.4469554246568883,1.47851803487563e-05,4.08214470732687,0,8772958.830431003,670684.0420816813,16483295.21112549,-119.98598369661146,346.75272936458634,-368.0866499596872,32937.27286022335,-0.00022899594381776885,0.6548953049788647,-0.1922364931670371,37.52273699822184,-11.014339726866709
47,1900,130935.1,1149250935.1,3784147.915115335,901236.7105291105,5037713.18979409,1.4346331233807543,-4.035271457571246,-0.3533611480382488,52.5116451060389,13.3960671508861,75.4363609332602,0.0,0.43113353590622344,1.48293518484316e-05,4.29726099229885,0,8772934.836797453,670753.3958340335,16483221.586770114,-120.004941331218,346.75429659042084,-368.16137805876656,32937.2728144242,-0.00022899537920880795,0.6548947441616837,-0.1922395041135722,37.52270486576429,-11.014512241395515
48,1900,130935.3,1149250935.3,3784148.2144625,901235.8839476886,5037713.110553727,1.5013835315619934,-4.2811289774160315,-0.35947780119954725,52.5116439617486,13.396054285885,75.4341625019545,2.651934928650292,0.4440617286864563,1.48668098998973e-05,4.55098254442621,0,10101977.709978292,104245.81024431733,16263503.252062667,43.27955469352602,354.13261403625523,-277.6335300617893,37929.437678477574,-0.00024292126943237236,0.6866570129896818,-0.2388054240867003,39.34254881736851,-13.6825429249997
49,1900,130935.5,1149250935.5,3784148.529690063,901235.0060806634,5037713.028223187,1.569076235216544,-4.534186631898411,-0.36501820924576445,52.5116427751255,13.3960406318588,75.4316827410393,1.0454027670443318,0.4651155234655814,1.48956812601334e-05,4.81186938080083,0,10101986.369252818,104316.63990999392,16263447.718439085,43.25607705618448,354.1315723430496,-277.7069258619158,37929.43762989337,-0.0002429207788736676,0.6866580929606125,-0.23880874430697288,39.342610695144835,-13.682733159608373
50,1900,130935.7,1149250935.7,3784148.8641251265,901234.0793225716,5037712.939933221,1.6340434020408519,-4.780784625685596,-0.3696730272836764,52.5116415034425,13.3960262117637,75.4289524099592,0.0,0.4673555604693441,1.49121257319449e-05,5.0658323722806,0,10101995.023837175,104387.46936239151,16263392.17012992,43.23259934852406,354.13053110274734,-277.7803214137137,37929.4375813093,-0.00024292013586091343,0.6866591733589028,-0.23881207041945723,39.34267259740706,-13.682923731815912
51,1900,130935.9,1149250935.9,3784149.215134385,901233.1056691005,5037712.84733306,1.6949056110825071,-5.023319289031312,-0.3719871938628293,52.5116401706884,13.3960110631806,75.4260025217524,1.700786255225097,0.457309342504791,1.49120902300291e-05,5.31458523145795,0,10102003.673723679,104458.2986091484,16263336.607141042,43.209121571184,354.12949031528626,-277.85371671523404,37929.43753272535,-0.00024291933846143365,0.6866602541277651,-0.23881540212915314,39.34273452090151,-13.68311462472005
52,1900,130936.1,1149250936.1,3784149.5834609563,901232.0847411053,5037712.749976821,1.7568412696156734,-5.263871107600244,-0.37545480699689127,52.511638769896,13.3959951781413,75.4228658029146,0.23303843008356281,0.4630513946667323,1.48930613789628e-05,5.56199573859514,0,10102012.318915242,104529.1276488241,16263281.029476758,43.18564372380648,354.1284499807191,-277.9271117675196,37929.43748414154,-0.00024291869294756907,0.6866613354026764,-0.23881873980977628,39.342796473390415,-13.683305859733117
53,1900,130936.3,1149250936.3,3784149.955259246,901231.0139377185,5037712.658699122,1.813807073143216,-5.496765868765096,-0.376575047905881,52.5116374606587,13.3959785666269,75.4195754112863,4.772777390636127,0.4653474475164042,1.48553258975969e-05,5.80052927596358,0,10102020.959415054,104599.9564836993,16263225.437124154,43.16216580692932,354.1274100977744,-278.00050656882996,37929.43743555785,-0.00024291806460041698,0.6866624173422243,-0.23882208384530257,39.3428584639602,-13.683497458855317
54,1900,130936.5,1149250936.5,3784150.338703566,901229.8994022728,5037712.5663515255,1.8656795097524979,-5.703502025557334,-0.37854346497500835,52.5116361370298,13.3959612887667,75.4161649899602,3.6384484332366958,0.4612060454218739,1.48006618225429e-05,6.01281885171358,0,10102029.595216488,104670.78511263116,16263169.830097105,43.138687820475546,354.12637066836805,-278.0739011213532,37929.43738697429,-0.00024291755426020245,0.6866634998724512,-0.2388254336987004,39.342920488373395,-13.683689391317001
55,1900,130936.7,1149250936.7,3784150.721817063,901228.7432763431,5037712.481537234,1.9032763815296625,-5.867513927340034,-0.3774525666222286,52.5116349256016,13.3959434161158,75.4126721739854,0.07053520025368133,0.45628635420641545,1.47303971465459e-05,6.18002031647693,0,10102038.226321455,104741.61352180252,16263114.208398733,43.11520976298279,354.1253316923323,-278.14729542621654,37929.43733839086,-0.00024291689851452247,0.6866645828976288,-0.2388287885868581,39.342982541145176,-13.683881612249175
56,1900,130936.9,1149250936.9,3784151.1232534875,901227.5641003107,5037712.387093497,1.928569273517301,-5.991615610001999,-0.3742733311761137,52.5116335724864,13.395925150672,75.4091367293659,4.369748614740258,0.4674567535197821,1.46463422770028e-05,6.30546727746678,0,8772718.723538904,671377.5936980374,16482558.29506036,-120.17555426326929,346.76841622287856,-368.8339157623965,32937.272402237024,-0.00022899026600284474,0.654889698242995,-0.1922668524334877,37.52241575591966,-11.01607918470345
