epoch,split,week,tow,time_gps_s,obs_count,obs_count_ls_gate,coarse_ok,coarse_iter,coarse_rx_x_m,coarse_rx_y_m,coarse_rx_z_m,coarse_cb_m,gt_lat_deg,gt_lon_deg,gt_h_m,speed_mps,is_static
74,train,1900,130940.499999913,1149250940.5,17,14,1,2,3784225.025986592,901216.0893824187,5037744.483502148,-56487.91816459523,52.511610508415,13.3955551326911,75.3472546987432,7.62202843604345,0
75,train,1900,130940.699999913,1149250940.6999998,16,14,1,2,3784225.630489312,901216.3031290461,5037744.147550423,-56498.19674361068,52.5116092382697,13.395532670545,75.3431162692033,7.69122942724246,0
76,train,1900,130940.899999913,1149250940.9,16,14,1,2,3784228.586952064,901213.3646983632,5037745.451780113,-56506.695548969015,52.5116077811683,13.3955100232256,75.338970622733,7.75445021281392,0
77,train,1900,130941.099999913,1149250941.1,17,14,1,2,3784228.9199664355,901212.0053904736,5037745.54747057,-56516.56422685724,52.5116063910044,13.3954872076625,75.3348059774024,7.80689463349207,0
78,train,1900,130941.299999913,1149250941.3,17,14,1,2,3784228.609476518,901210.3154370723,5037745.078196867,-56527.44610264719,52.5116050530076,13.395464250373,75.3306003683359,7.84999001289399,0
79,train,1900,130941.499999913,1149250941.5,16,14,1,2,3784228.363175761,901207.9489613207,5037745.665425432,-56538.07901061995,52.5116037056579,13.3954411773846,75.3263365482164,7.8912550852061,0
80,train,1900,130941.699999913,1149250941.6999998,17,14,1,2,3784229.4474923345,901206.5870741042,5037745.757418818,-56548.09153674348,52.5116022299934,13.3954179832444,75.3220140379036,7.93344478718393,0
81,train,1900,130941.899999913,1149250941.9,17,14,1,2,3784231.277946267,901205.555791158,5037745.169273601,-56558.37295690488,52.5116009157891,13.3953946578179,75.3176418160763,7.97459679227167,0
82,train,1900,130942.099999913,1149250942.1,17,14,1,2,3784231.7250726004,901204.254153498,5037744.378917691,-56569.28892420331,52.5115994933217,13.3953712177836,75.3132312658864,8.01112853157621,0
83,train,1900,130942.299999913,1149250942.3,16,14,1,2,3784233.439293156,901202.5390997499,5037744.689493221,-56579.046255167865,52.5115983428077,13.3953476748593,75.3087923460715,8.05109753062458,0
84,train,1900,130942.499999913,1149250942.5,17,14,1,2,3784233.9785717805,901202.2031384554,5037742.974968505,-56590.39971278927,52.511597194262,13.3953239790949,75.3043510338754,8.10094003770613,0
85,train,1900,130942.699999913,1149250942.6999998,16,14,1,2,3784234.790602776,901202.6828928369,5037741.334287168,-56600.955325811636,52.511595731711,13.395300135737,75.2999453270486,8.1485850607735,0
86,train,1900,130942.899999913,1149250942.9,16,13,1,2,3784235.5436531142,901200.8617493995,5037743.068440908,-56609.95357897674,52.5115942672423,13.3952761825642,75.2956026793099,8.18564649898506,0
87,train,1900,130943.099999913,1149250943.1,15,13,1,2,3784236.0765987867,901199.3649358839,5037742.951446363,-56620.0050942067,52.5115929476773,13.3952521291332,75.2913346426834,8.21794629956228,0
88,train,1900,130943.299999913,1149250943.3,15,13,1,2,3784238.7260338557,901196.1989945951,5037746.411691381,-56627.52288847419,52.5115915175827,13.3952279740412,75.2871375280029,8.25421715543427,0
89,train,1900,130943.499999913,1149250943.5,15,12,1,2,3784247.715215436,901192.5547328803,5037752.749594736,-56629.88015116757,52.5115901187541,13.395203703002,75.2829938868302,8.29525416872138,0
90,train,1900,130943.699999913,1149250943.6999998,15,12,1,2,3784250.414853597,901190.8600850506,5037754.067014108,-56638.40304067618,52.5115887776225,13.3951793016795,75.2788830753258,8.34536341632451,0
91,train,1900,130943.899999913,1149250943.9,16,13,1,2,3784245.3350470685,901189.9011383042,5037750.990179217,-56653.49346186945,52.5115875361761,13.3951547445627,75.2747853538631,8.39942808297066,0
92,train,1900,130944.099999913,1149250944.1,16,13,1,2,3784240.5722891404,901188.2637952284,5037748.2150786845,-56668.11618458967,52.5115859671102,13.3951300769445,75.2706887721253,8.45625779151037,0
93,train,1900,130944.299999913,1149250944.3,15,13,1,2,3784241.4593016175,901187.3623459582,5037746.62833053,-56679.49498474529,52.5115844359735,13.3951052502228,75.266599278229,8.5065220696121,0
94,train,1900,130944.499999913,1149250944.5,14,12,1,2,3784246.0869933455,901185.1319404459,5037748.968363482,-56686.43131625554,52.5115824980478,13.3950803203578,75.2625426156113,8.54417473836437,0
95,train,1900,130944.699999913,1149250944.6999998,15,13,1,2,3784245.640715448,901185.4162183739,5037746.366891414,-56698.77530408397,52.5115805803303,13.3950553355392,75.2585550196896,8.57670375608592,0
96,train,1900,130944.899999913,1149250944.9,15,12,1,2,3784248.092772089,901182.8105089646,5037748.447708781,-56706.47358149181,52.5115786364689,13.3950303077065,75.2546730736577,8.61574406870108,0
97,train,1900,130945.099999913,1149250945.1,15,13,1,2,3784253.799305613,901183.7496594453,5037749.880499871,-56713.16898984115,52.5115763084507,13.3950051898816,75.2509246294611,8.66868413343563,0
98,train,1900,130945.299999913,1149250945.3,17,14,1,2,3784251.592936958,901181.2575251806,5037747.973826279,-56726.57386893737,52.511573555599,13.3949799464555,75.2473140926569,8.72520082086322,0
99,train,1900,130945.499999913,1149250945.5,13,11,1,3,3784210.347569807,901176.185091121,5037725.456325603,-56772.45111087405,52.5115706609646,13.3949546066103,75.2438151249527,8.77640023436843,0
100,train,1900,130945.699999913,1149250945.6999998,16,13,1,3,3784245.962470856,901176.5415764059,5037743.577782142,-56753.803118028234,52.5115675936811,13.3949291705809,75.2403809078315,8.8234398446681,0
101,train,1900,130945.899999913,1149250945.9,15,13,1,2,3784246.0792744677,901173.726405184,5037745.2987673255,-56763.278276665646,52.5115643710187,13.3949036364477,75.236950032179,8.86158532226233,0
102,train,1900,130946.099999913,1149250946.1,16,13,1,2,3784246.3139334377,901171.9225857207,5037745.5344007155,-56773.37653371623,52.5115609872199,13.3948780448237,75.2334522547519,8.87907141288379,0
103,train,1900,130946.299999913,1149250946.3,15,13,1,2,3784245.1486303485,901170.217422561,5037744.59099751,-56785.128393199375,52.5115577231118,13.3948524685741,75.2298109022,8.86571263389798,0
104,train,1900,130946.499999913,1149250946.5,15,13,1,2,3784244.594788485,901168.046820161,5037744.822209321,-56795.770455281134,52.5115552774262,13.3948284460812,75.225949343871,8.84912903487368,0
105,train,1900,130946.699999913,1149250946.6999998,15,13,1,2,3784247.4251861153,901165.1013570982,5037746.507914102,-56804.5189201886,52.5115519762477,13.3948029576531,75.2217973838572,8.81601089011352,0
106,train,1900,130946.899999913,1149250946.9,15,13,1,2,3784250.5145553946,901164.3709634762,5037746.75155243,-56813.17273849915,52.5115489629266,13.3947775422681,75.2172932431084,8.78398821142228,0
107,train,1900,130947.099999913,1149250947.1,16,13,1,2,3784250.963710382,901163.2576715086,5037746.211643048,-56823.98489672041,52.5115460272385,13.3947521846968,75.2123864796063,8.76344534549925,0
108,train,1900,130947.299999913,1149250947.3,17,14,1,2,3784253.456160667,901163.6621727173,5037747.01259519,-56832.61727476636,52.5115430477146,13.3947268392845,75.2070402735331,8.75361748331744,0
109,train,1900,130947.499999913,1149250947.5,17,14,1,2,3784251.0570744947,901159.823020477,5037746.949559159,-56844.78128004947,52.5115404529429,13.3947014676995,75.2012316156216,8.75112196502976,0
110,train,1900,130947.699999913,1149250947.6999998,15,12,1,2,3784247.854682098,901154.6400543688,5037746.329037963,-56858.04620151922,52.511537782476,13.3946760947985,75.1949514605833,8.75210787605914,0
111,train,1900,130947.899999913,1149250947.9,15,13,1,2,3784249.3400876937,901154.5119613415,5037745.412339169,-56868.10299679981,52.5115350334522,13.3946506807706,75.1882054080217,8.75489702411005,0
112,train,1900,130948.099999913,1149250948.1,15,13,1,2,3784250.0824984545,901153.8518345354,5037743.739967136,-56879.12662168007,52.5115325310261,13.3946252398919,75.1810179192722,8.75858626431271,0
113,train,1900,130948.299999913,1149250948.3,15,13,1,2,3784249.8741678135,901153.009908171,5037742.257324806,-56890.86353151738,52.5115301880905,13.3945997195356,75.1734327530862,8.76553774131305,0
114,train,1900,130948.499999913,1149250948.5,16,13,1,2,3784252.7630765974,901156.827451469,5037737.59516233,-56901.86729874022,52.5115279562373,13.3945741404617,75.1655152828336,8.78177485505808,0
115,train,1900,130948.699999913,1149250948.6999998,17,13,1,2,3784258.892930618,901159.3773270464,5037736.903453308,-56908.249427408635,52.511525876262,13.3945484627017,75.1573469767693,8.80240232742066,0
116,train,1900,130948.899999913,1149250948.9,15,12,1,2,3784256.310961977,901148.5138279512,5037744.145550405,-56918.80169266389,52.5115239324314,13.394522731921,75.149015724553,8.82105953383901,0
117,train,1900,130949.099999913,1149250949.1,15,12,1,2,3784245.5262577026,901146.5985925114,5037740.131323301,-56937.28129430143,52.5115217139262,13.3944969352087,75.140613438331,8.84004724675028,0
118,train,1900,130949.299999913,1149250949.3,14,12,1,2,3784259.51169136,901146.2824512882,5037743.6441338705,-56938.578530313716,52.5115197913706,13.3944710575478,75.1322431469615,8.86607517708844,0
119,train,1900,130949.499999913,1149250949.5,15,13,1,2,3784256.4509771983,901142.915387286,5037743.52527141,-56951.34516582477,52.5115180317357,13.394445078071,75.1240240971915,8.89563621128755,0
120,train,1900,130949.699999913,1149250949.6999998,15,12,1,2,3784260.0149294348,901139.3871023285,5037747.241500264,-56957.521683425715,52.5115161858957,13.3944190113469,75.1160854315181,8.91397749188891,0
121,train,1900,130949.899999913,1149250949.9,15,13,1,2,3784253.699001994,901137.6094005315,5037744.138354769,-56973.48147346745,52.5115143844905,13.3943929037327,75.1085552822462,8.90722550890144,0
122,train,1900,130950.099999913,1149250950.1,17,14,1,2,3784257.434883052,901138.2824682309,5037743.641866651,-56982.02526045956,52.5115127797094,13.394366856215,75.1015578254947,8.86736204106152,0
123,train,1900,130950.299999913,1149250950.3,15,13,1,2,3784257.1477834973,901136.0041074161,5037742.966871015,-56992.96640984592,52.5115111238117,13.3943409735874,75.0952070405749,8.79471291197208,0
124,train,1900,130950.499999913,1149250950.5,16,13,1,2,3784255.0128311883,901134.6346872267,5037740.567098841,-57006.7402835375,52.511509514119,13.39431533206,75.0895958419896,8.70248646854704,0
125,train,1900,130950.699999913,1149250950.6999998,14,12,1,3,3784232.5053193187,901128.8009347972,5037731.297342242,-57034.518801014994,52.5115080155059,13.3942899392095,75.0847857247737,8.60669976604806,0
126,train,1900,130950.899999913,1149250950.9,14,12,1,3,3784256.2530670734,901131.4975243553,5037732.1778886765,-57034.7490772447,52.5115064941411,13.3942648353622,75.0808059721099,8.51335591706128,0
127,train,1900,130951.099999913,1149250951.1,15,12,1,2,3784254.930721914,901129.1656103313,5037732.002892987,-57045.875031953794,52.5115049875852,13.3942400012818,75.0776596828579,8.41981589670569,0
128,train,1900,130951.299999913,1149250951.3,16,14,1,2,3784260.212341984,901120.8032962057,5037779.695176605,-57023.67214148535,52.5115035385494,13.3942154554057,75.0753253357777,8.32031963109696,0
129,train,1900,130951.499999913,1149250951.5,16,14,1,2,3784263.3499465794,901119.0177211511,5037780.359899448,-57032.64911717711,52.5115021985583,13.3941911856933,75.073763887422,8.21568516997853,0
130,train,1900,130951.699999913,1149250951.6999998,16,14,1,2,3784264.835431629,901117.3489908506,5037780.820759269,-57041.33596046912,52.5115009154605,13.3941672271898,75.072929433946,8.1070236956267,0
131,train,1900,130951.899999913,1149250951.9,16,14,1,2,3784265.555647246,901116.5775636799,5037781.099096471,-57051.2339428485,52.5114995249367,13.3941436191044,75.0727715260352,7.98852651954423,0
132,train,1900,130952.099999913,1149250952.1,15,12,1,2,3784256.2216116744,901122.9448196789,5037734.478435607,-57094.99761752854,52.5114982958997,13.3941203787499,75.0732323943504,7.8526561850683,0
133,train,1900,130952.299999913,1149250952.3,15,12,1,2,3784255.3568662405,901121.9678238073,5037735.423516017,-57104.85299531958,52.5114971801289,13.3940978940444,75.0742472061607,7.69488299041218,0
134,train,1900,130952.499999913,1149250952.5,15,12,1,2,3784256.2156938063,901121.9797420367,5037734.521190527,-57114.7813232567,52.511496171869,13.3940759679765,75.0757461573572,7.51408011527997,0
135,train,1900,130952.699999913,1149250952.6999998,16,13,1,2,3784254.3863013564,901122.1790232407,5037730.175782048,-57128.99777955765,52.5114952033226,13.3940541552178,75.0776574124479,7.3122019616184,0
136,train,1900,130952.899999913,1149250952.9,16,13,1,2,3784252.520980066,901123.0371342889,5037727.239487068,-57141.65275175303,52.5114941702963,13.3940330350289,75.0799122570025,7.09928989428198,0
137,train,1900,130953.099999913,1149250953.1,17,14,1,2,3784257.3867502427,901120.7812341166,5037728.878534667,-57149.12964936265,52.5114930432328,13.3940125144664,75.0824515371073,6.88716309732023,0
138,train,1900,130953.299999913,1149250953.3,16,14,1,2,3784256.560951222,901118.7238542485,5037732.419714846,-57157.16363510917,52.5114919405732,13.3939926032265,75.0852238737506,6.67997091457848,0
139,train,1900,130953.499999913,1149250953.5,16,14,1,3,3784265.159572493,901106.2279812988,5037781.4356383495,-57135.77570613849,52.5114908526711,13.3939733123571,75.0881839550109,6.47275563015257,0
140,train,1900,130953.699999913,1149250953.6999998,16,14,1,2,3784268.27585081,901104.6804691853,5037781.828182211,-57145.25528845639,52.5114897713951,13.3939546343554,75.0912862163387,6.25729410125623,0
141,train,1900,130953.899999913,1149250953.9,16,15,1,2,3784271.18019701,901107.1209525096,5037780.9209106695,-57153.4141887104,52.5114888876109,13.3939365958393,75.0944880559268,6.02839579198512,0
142,train,1900,130954.099999913,1149250954.1,16,14,1,2,3784271.19466505,901102.2179421525,5037781.767107747,-57165.99118290845,52.5114880223092,13.3939192532751,75.0977505473314,5.77984078222441,0
